Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1979,3,174.527,,,174.259,,,,,,,,,,,173.808,0
1979,4,174.902,,,174.523,,,,,,,,,,,172.717,0
1979,5,174.838,,,174.639,,,,,,,,,,,174.372,0
1979,6,174.939,,,174.665,,,,,,,,,,,174.073,0
1979,7,174.847,,,174.659,,,,,,,,,,,174.457,0
1979,8,174.933,,,174.625,,,,,,,,,,,174.219,0
1979,9,174.823,,,174.613,,,,,,,,,,,174.378,0
1979,10,174.811,,,174.475,,,,,,,,,,,173.884,0
1979,11,174.756,,,174.371,,,,,,,,,,,173.750,0
1979,12,174.695,,,174.397,,,,,,,,,,,173.665,0
1980,1,175.122,,,174.471,,,,,,,,,,,173.287,0
1980,2,174.789,,,174.447,,,,,,,,,,,173.966,0
1980,3,175.048,,,174.483,,,,,,,,,,,173.674,0
1980,4,175.548,,,174.723,,,,,,,,,,,174.195,0
1980,5,174.984,,,174.731,,,,,,,,,,,174.353,0
1980,6,175.173,,,174.750,,,,,,,,,,,174.286,0
1980,7,174.923,,,174.738,,,,,,,,,,,174.500,0
1980,8,175.027,,,174.770,,,,,,,,,,,174.503,0
1980,9,175.152,,,174.686,,,,,,,,,,,174.225,0
1980,10,174.771,,,174.453,,,,,,,,,,,173.753,0
1980,11,174.850,,,174.335,,,,,,,,,,,173.759,0
1980,12,174.628,,,174.283,,,,,,,,,,,173.241,0
1981,1,174.302,,,174.166,,,,,,,,,,,173.921,0
1981,2,174.512,,,174.211,,,,,,,,,,,173.787,0
1981,3,174.573,,,174.325,,,,,,,,,,,173.707,0
1981,4,174.795,,,174.432,,,,,,,,,,,173.918,0
1981,5,174.762,,,174.561,,,,,,,,,,,174.335,0
1981,6,174.957,,,174.633,,,,,,,,,,,174.180,0
1981,7,175.006,,,174.687,,,,,,,,,,,174.381,0
1981,8,174.859,,,174.629,,,,,,,,,,,174.323,0
1981,9,174.905,,,174.561,,,,,,,,,,,174.116,0
1981,10,174.978,,,174.501,,,,,,,,,,,173.476,0
1981,11,175.079,,,174.420,,,,,,,,,,,173.567,0
1981,12,175.033,,,174.344,,,,,,,,,,,173.805,0
1982,1,174.942,,,174.314,,,,,,,,,,,173.079,0
1982,2,174.780,,,174.390,,,,,,,,,,,173.988,0
1982,3,174.768,,,174.500,,,,,,,,,,,174.049,0
1982,4,175.320,,,174.665,,,,,,,,,,,173.323,0
1982,5,174.908,,,174.706,,,,,,,,,,,174.549,0
1982,6,175.021,,,174.697,,,,,,,,,,,174.350,0
1982,7,174.960,,,174.663,,,,,,,,,,,174.262,0
1982,8,174.783,,,174.540,,,,,,,,,,,174.064,0
1982,9,174.835,,,174.423,,,,,,,,,,,174.128,0
1982,10,174.814,,,174.328,,,,,,,,,,,173.399,0
1982,11,174.686,,,174.285,,,,,,,,,,,173.521,0
1982,12,174.798,,,174.373,,,,,,,,,,,173.598,0
1983,1,174.783,,,174.419,,,,,,,,,,,173.854,0
1983,2,174.789,,,174.442,,,,,,,,,,,173.954,0
1983,3,175.277,,,174.474,,,,,,,,,,,174.030,0
1983,4,175.103,,,174.602,,,,,,,,,,,174.116,0
1983,5,175.070,,,174.757,,,,,,,,,,,174.417,0
1983,6,175.381,,,174.792,,,,,,,,,,,174.542,0
1983,7,175.143,,,174.784,,,,,,,,,,,174.573,0
1983,8,175.207,,,174.776,,,,,,,,,,,174.552,0
1983,9,174.866,,,174.610,,,,,,,,,,,174.210,0
1983,10,174.838,,,174.513,,,,,,,,,,,173.848,0
1983,11,175.131,,,174.420,,,,,,,,,,,173.829,0
1983,12,174.994,,,174.498,,,,,,,,,,,173.704,0
1984,1,174.753,,,174.478,,,,,,,,,,,174.277,0
1984,2,175.289,,,174.484,,,,,,,,,,,174.198,0
1984,3,175.189,,,174.620,,,,,,,,,,,173.942,0
1984,4,175.131,,,174.704,,,,,,,,,,,173.686,0
1984,5,175.250,,,174.670,,,,,,,,,,,173.982,0
1984,6,174.991,,,174.782,,,,,,,,,,,174.512,0
1984,7,174.963,,,174.754,,,,,,,,,,,174.503,0
1984,8,174.981,,,174.705,,,,,,,,,,,174.442,0
1984,9,174.856,,,174.624,,,,,,,,,,,174.052,0
1984,10,174.853,,,174.572,,,,,,,,,,,174.152,0
1984,11,174.835,,,174.435,,,,,,,,,,,173.765,0
1984,12,174.923,,,174.384,,,,,,,,,,,173.701,0
1985,1,174.994,,,174.440,,,,,,,,,,,173.841,0
1985,2,174.902,,,174.581,,,,,,,,,,,174.274,0
1985,3,175.749,,,174.873,,,,,,,,,,,173.652,0
1985,4,175.274,,,175.023,,,,,,,,,,,174.137,0
1985,5,175.356,,,175.001,,,,,,,,,,,174.466,0
1985,6,175.253,,,174.966,,,,,,,,,,,174.640,0
1985,7,175.262,,,174.925,,,,,,,,,,,174.640,0
1985,8,175.170,,,174.840,,,,,,,,,,,174.558,0
1985,9,175.097,,,174.768,,,,,,,,,,,174.329,0
1985,10,175.082,,,174.650,,,,,,,,,,,173.860,0
1985,11,175.478,,,174.799,,,,,,,,,,,174.113,0
1985,12,175.088,,,174.740,,,,,,,,,,,173.430,0
1986,1,175.018,,,174.726,,,,,,,,,,,174.058,0
1986,2,175.704,,,174.871,,,,,,,,,,,174.411,0
1986,3,175.359,,,174.940,,,,,,,,,,,174.171,0
1986,4,175.375,,,175.021,,,,,,,,,,,174.677,0
1986,5,175.311,,,175.042,,,,,,,,,,,174.664,0
1986,6,175.411,,,175.114,,,,,,,,,,,174.768,0
1986,7,175.344,,,175.111,,,,,,,,,,,174.841,0
1986,8,175.405,,,175.022,,,,,,,,,,,174.643,0
1986,9,175.463,,,174.924,,,,,,,,,,,174.375,0
1986,10,175.402,,,175.008,,,,,,,,,,,174.518,0
1986,11,175.338,,,174.885,,,,,,,,,,,174.180,0
1986,12,175.478,,,174.915,,,,,,,,,,,174.225,0
1987,1,175.603,,,174.891,,,,,,,,,,,174.100,0
1987,2,175.204,,,174.842,,,,,,,,,,,174.058,0
1987,3,175.112,,,174.811,,,,,,,,,,,174.165,0
1987,4,175.228,,,174.893,,,,,,,,,,,174.247,0
1987,5,175.405,,,174.886,,,,,,,,,,,174.579,0
1987,6,175.426,,,174.840,,,,,,,,,,,174.594,0
1987,7,175.055,,,174.856,,,,,,,,,,,174.610,0
1987,8,175.143,,,174.787,,,,,,,,,,,174.503,0
1987,9,174.920,,,174.695,,,,,,,,,,,174.338,0
1987,10,174.795,,,174.494,,,,,,,,,,,174.076,0
1987,11,174.786,,,174.408,,,,,,,,,,,173.841,0
1987,12,175.280,,,174.397,,,,,,,,,,,173.241,0
1988,1,174.844,,,174.394,,,,,,,,,,,173.482,0
1988,2,174.613,,,174.387,,,,,,,,,,,173.823,0
1988,3,175.033,,,174.425,,,,,,,,,,,173.960,0
1988,4,174.930,,,174.509,,,,,,,,,,,174.061,0
1988,5,174.841,,,174.546,,,,,,,,,,,174.299,0
1988,6,175.033,,,174.490,,,,,,,,,,,174.247,0
1988,7,174.692,,,174.437,,,,,,,,,,,174.149,0
1988,8,174.704,,,174.379,,,,,,,,,,,173.985,0
1988,9,174.606,,,174.278,,,,,,,,,,,173.832,0
1988,10,174.454,,,174.087,,,,,,,,,,,173.506,0
1988,11,174.530,,,174.087,,,,,,,,,,,173.442,0
1988,12,174.430,,,174.029,,,,,,,,,,,173.598,0
1989,1,174.606,,,174.100,,,,,,,,,,,173.137,0
1989,2,174.421,,,174.108,,,,,,,,,,,173.232,0
1989,3,174.756,,,174.183,,,,,,,,,,,173.601,0
1989,4,174.646,,,174.314,,,,,,,,,,,173.905,0
1989,5,174.853,,,174.374,,,,,,,,,,,173.866,0
1989,6,175.460,,,174.600,,,,,,,,,,,174.250,0
1989,7,175.015,,,174.622,,,,,,,,,,,174.393,0
1989,8,174.780,,,174.506,,,,,,,,,,,174.320,0
1989,9,174.820,,,174.429,,,,,,,,,,,173.979,0
1989,10,174.847,,,174.241,,,,,,,,,,,173.765,0
1989,11,174.439,,,174.057,,,,,,,,,,,173.314,0
1989,12,174.363,,,174.064,,,,,,,,,,,173.509,0
1990,1,174.488,,,174.035,,,,,,,,,,,173.183,0
1990,2,174.722,,,174.223,,,,,,,,,,,173.424,0
1990,3,174.738,,,174.382,,,,,,,,,,,174.055,0
1990,4,174.664,,,174.396,,,,,,,,,,,174.046,0
1990,5,174.844,,,174.465,,,,,,,,,,,173.470,0
1990,6,174.777,,,174.494,,,,,,,,,,,174.006,0
1990,7,174.881,,,174.520,,,,,,,,,,,174.299,0
1990,8,174.887,,,174.515,,,,,,,,,,,174.274,0
1990,9,174.771,,,174.468,,,,,,,,,,,174.030,0
1990,10,174.747,,,174.356,,,,,,,,,,,173.338,0
1990,11,174.820,,,174.251,,,,,,,,,,,173.253,0
1990,12,175.292,,,174.270,,,,,,,,,,,173.250,0
1991,1,175.143,,,174.448,,,,,,,,,,,173.762,0
1991,2,174.811,,,174.390,,,,,,,,,,,173.966,0
1991,3,174.902,,,174.485,,,,,,,,,,,173.500,0
1991,4,174.963,,,174.544,,,,,,,,,,,173.802,0
1991,5,174.960,,,174.613,,,,,,,,,,,174.238,0
1991,6,175.024,,,174.644,,,,,,,,,,,174.433,0
1991,7,174.835,,,174.558,,,,,,,,,,,174.320,0
1991,8,174.762,,,174.503,,,,,,,,,,,174.265,0
1991,9,174.780,,,174.389,,,,,,,,,,,173.863,0
1991,10,174.667,,,174.215,,,,,,,,,,,173.713,0
1991,11,174.524,,,174.080,,,,,,,,,,,173.476,0
1991,12,175.088,,,174.068,,,,,,,,,,,172.979,0
1992,1,174.442,,,174.106,,,,,,,,,,,173.408,0
1992,2,174.487,,,174.184,,,,,,,,,,,173.847,0
1992,3,174.728,,,174.277,,,,,,,,,,,173.814,0
1992,4,174.707,,,174.401,,,,,,,,,,,174.054,0
1992,5,174.743,,,174.496,,,,,,,,,,,174.125,0
1992,6,174.762,,,174.506,,,,,,,,,,,174.207,0
1992,7,175.042,,,174.567,,,,,,,,,,,174.186,0
1992,8,174.810,,,174.604,,,,,,,,,,,174.268,0
1992,9,174.884,,,174.619,,,,,,,,,,,174.234,0
1992,10,174.899,,,174.468,,,,,,,,,,,173.585,0
1992,11,175.088,,,174.483,,,,,,,,,,,173.454,0
1992,12,174.768,,,174.447,,,,,,,,,,,173.500,0
1993,1,175.079,,,174.601,,,,,,,,,,,173.933,0
1993,2,175.173,,,174.588,,,,,,,,,,,174.155,0
1993,3,175.185,,,174.628,,,,,,,,,,,174.173,0
1993,4,175.246,,,174.758,,,,,,,,,,,174.466,0
1993,5,174.975,,,174.731,,,,,,,,,,,174.442,0
1993,6,174.987,,,174.734,,,,,,,,,,,174.362,0
1993,7,174.981,,,174.738,,,,,,,,,,,174.420,0
1993,8,174.920,,,174.671,,,,,,,,,,,174.423,0
1993,9,174.816,,,174.561,,,,,,,,,,,173.762,0
1993,10,174.725,,,174.386,,,,,,,,,,,173.692,0
1993,11,174.820,,,174.305,,,,,,,,,,,173.686,0
1993,12,174.637,,,174.317,,,,,,,,,,,173.707,0
1994,1,174.731,,,174.281,,,,,,,,,,,173.829,0
1994,2,174.874,,,174.281,,,,,,,,,,,173.811,0
1994,3,174.634,,,174.332,,,,,,,,,,,173.975,0
1994,4,174.984,,,174.541,,,,,,,,,,,174.018,0
1994,5,174.960,,,174.577,,,,,,,,,,,174.128,0
1994,6,174.984,,,174.616,,,,,,,,,,,174.250,0
1994,7,174.932,,,174.686,,,,,,,,,,,174.420,0
1994,8,174.874,,,174.652,,,,,,,,,,,174.356,0
1994,9,174.853,,,174.559,,,,,,,,,,,174.161,0
1994,10,174.714,,,174.437,,,,,,,,,,,174.082,0
1994,11,174.777,,,174.274,,,,,,,,,,,173.280,0
1994,12,174.609,,,174.285,,,,,,,,,,,173.896,0
1995,1,174.704,,,174.248,,,,,,,,,,,173.777,0
1995,2,174.774,,,174.283,,,,,,,,,,,173.731,0
1995,3,174.780,,,174.346,,,,,,,,,,,174.097,0
1995,4,175.057,,,174.447,,,,,,,,,,,173.923,0
1995,5,174.798,,,174.502,,,,,,,,,,,174.201,0
1995,6,174.774,,,174.562,,,,,,,,,,,174.390,0
1995,7,174.963,,,174.553,,,,,,,,,,,174.311,0
1995,8,174.804,,,174.581,,,,,,,,,,,174.375,0
1995,9,174.722,,,174.417,,,,,,,,,,,173.960,0
1995,10,174.954,,,174.248,,,,,,,,,,,173.570,0
1995,11,174.893,,,174.132,,,,,,,,,,,173.302,0
1995,12,174.679,,,174.101,,,,,,,,,,,173.369,0
1996,1,174.591,,,174.092,,,,,,,,,,,173.128,0
1996,2,174.347,,,174.119,,,,,,,,,,,173.402,0
1996,3,174.740,,,174.198,,,,,,,,,,,173.344,0
1996,4,174.713,,,174.282,,,,,,,,,,,173.893,0
1996,5,174.951,,,174.523,,,,,,,,,,,174.201,0
1996,6,175.005,,,174.670,,,,,,,,,,,174.402,0
1996,7,174.938,,,174.699,,,,,,,,,,,174.411,0
1996,8,174.891,,,174.681,,,,,,,,,,,174.534,0
1996,9,174.915,,,174.627,,,,,,,,,,,174.159,0
1996,10,174.977,,,174.557,,,,,,,,,,,173.588,0
1996,11,174.760,,,174.464,,,,,,,,,,,174.151,0
1996,12,174.926,,,174.495,,,,,,,,,,,173.812,0
1997,1,175.150,,,174.494,,,,,,,,,,,173.692,0
1997,2,175.387,,,174.585,,,,,,,,,,,173.922,0
1997,3,175.359,,,174.826,,,,,,,,,,,174.090,0
1997,4,175.240,,,174.869,,,,,,,,,,,173.923,0
1997,5,175.231,,,174.876,,,,,,,,,,,174.066,0
1997,6,175.368,,,175.098,,,,,,,,,,,174.880,0
1997,7,175.289,,,175.045,,,,,,,,,,,174.675,0
1997,8,175.135,,,174.947,,,,,,,,,,,174.624,0
1997,9,175.070,,,174.843,,,,,,,,,,,174.291,0
1997,10,175.047,,,174.704,,,,,,,,,,,174.147,0
1997,11,174.913,,,174.543,,,,,,,,,,,174.076,0
1997,12,174.990,,,174.501,,,,,,,,,,,173.915,0
1998,1,175.142,,,174.655,,,,,,,,,,,174.012,0
1998,2,175.350,,,174.748,,,,,,,,,,,174.371,0
1998,3,175.337,,,174.779,,,,,,,,,,,173.902,0
1998,4,175.571,,,174.924,,,,,,,,,,,174.528,0
1998,5,175.211,,,174.942,,,,,,,,,,,174.683,0
1998,6,175.149,,,174.846,,,,,,,,,,,174.431,0
1998,7,175.027,,,174.808,,,,,,,,,,,174.276,0
1998,8,174.944,,,174.757,,,,,,,,,,,174.443,0
1998,9,174.872,,,174.601,,,,,,,,,,,174.377,0
1998,10,174.791,,,174.386,,,,,,,,,,,174.054,0
1998,11,174.519,,,174.156,,,,,,,,,,,173.169,0
1998,12,174.426,,,174.044,,,,,,,,,,,173.369,0
1999,1,174.858,,,174.098,,,,,,,,,,,173.333,0
1999,2,174.437,,,174.168,,,,,,,,,,,173.563,0
1999,3,174.833,,,174.231,,,,,,,,,,,173.692,0
1999,4,174.997,,,174.360,,,,,,,,,,,173.818,0
1999,5,174.720,,,174.363,,,,,,,,,,,173.845,0
1999,6,174.580,,,174.390,,,,,,,,,,,174.041,0
1999,7,174.580,,,174.371,,,,,,,,,,,174.066,0
1999,8,174.574,,,174.343,,,,,,,,,,,174.116,0
1999,9,174.457,,,174.240,,,,,,,,,,,173.855,0
1999,10,174.524,,,174.085,,,,,,,,,,,173.614,0
1999,11,174.360,,,173.953,,,,,,,,,,,173.394,0
1999,12,174.653,,,173.896,,,,,,,,,,,173.237,0
2000,1,174.368,,,173.881,,,,,,,,,,,173.303,0
2000,2,174.045,,,173.816,,,,,,,,,,,173.361,0
2000,3,174.348,,,173.902,,,,,,,,,,,173.531,0
2000,4,174.498,,,174.027,,,,,,,,,,,173.449,0
2000,5,174.750,,,174.159,,,,,,,,,,,173.704,0
2000,6,174.637,,,174.290,,,,,,,,,,,174.005,0
2000,7,174.595,,,174.403,,,,,,,,,,,174.194,0
2000,8,174.587,,,174.385,,,,,,,,,,,174.148,0
2000,9,174.615,,,174.261,,,,,,,,,,,173.755,0
2000,10,174.530,,,174.112,,,,,,,,,,,173.876,0
2000,11,174.351,,,173.907,,,,,,,,,,,173.181,0
2000,12,174.404,,,173.899,,,,,,,,,,,173.008,0
2001,1,174.039,,,173.855,,,,,,,,,,,173.549,0
2001,2,174.346,,,173.885,,,,,,,,,,,173.176,0
2001,3,174.526,,,173.991,,,,,,,,,,,173.567,0
2001,4,174.344,,,174.094,,,,,,,,,,,173.716,0
2001,5,174.390,,,174.150,,,,,,,,,,,173.833,0
2001,6,174.428,,,174.201,,,,,,,,,,,173.880,0
2001,7,174.522,,,174.210,,,,,,,,,,,174.054,0
2001,8,174.323,,,174.150,,,,,,,,,,,173.864,0
2001,9,174.327,,,174.043,,,,,,,,,,,173.611,0
2001,10,174.657,,,173.905,,,,,,,,,,,173.028,0
2001,11,174.251,,,173.890,,,,,,,,,,,173.466,0
2001,12,174.310,,,173.889,,,,,,,,,,,173.473,0
2002,1,174.500,,,173.886,,,,,,,,,,,173.502,0
2002,2,174.564,,,173.986,,,,,,,,,,,173.036,0
2002,3,174.541,,,174.053,,,,,,,,,,,172.773,0
2002,4,174.700,,,174.269,,,,,,,,,,,173.836,0
2002,5,174.703,,,174.365,,,,,,,,,,,173.882,0
2002,6,174.643,,,174.416,,,,,,,,,,,174.038,0
2002,7,174.707,,,174.391,,,,,,,,,,,174.188,0
2002,8,174.588,,,174.359,,,,,,,,,,,174.136,0
2002,9,174.469,,,174.253,,,,,,,,,,,173.996,0
2002,10,174.446,,,174.087,,,,,,,,,,,173.587,0
2002,11,174.249,,,173.879,,,,,,,,,,,173.413,0
2002,12,174.277,,,173.837,,,,,,,,,,,173.357,0
2003,1,174.221,,,173.848,,,,,,,,,,,173.353,0
2003,2,174.183,,,173.837,,,,,,,,,,,173.350,0
2003,3,174.339,,,173.867,,,,,,,,,,,173.618,0
2003,4,174.787,,,174.094,,,,,,,,,,,173.473,0
2003,5,174.501,,,174.156,,,,,,,,,,,173.435,0
2003,6,174.464,,,174.257,,,,,,,,,,,174.024,0
2003,7,174.488,,,174.281,,,,,,,,,,,173.786,0
2003,8,174.534,,,174.317,,,,,,,,,,,174.083,0
2003,9,174.550,,,174.206,,,,,,,,,,,173.702,0
2003,10,174.283,,,174.004,,,,,,,,,,,173.507,0
2003,11,174.299,,,173.883,,,,,,,,,,,172.710,0
2003,12,174.366,,,173.918,,,,,,,,,,,173.336,0
2004,1,174.391,,,173.965,,,,,,,,,,,173.218,0
2004,2,174.271,,,173.924,,,,,,,,,,,173.434,0
2004,3,174.587,,,174.017,,,,,,,,,,,173.303,0
2004,4,174.508,,,174.180,,,,,,,,,,,173.815,0
2004,5,174.762,,,174.302,,,,,,,,,,,173.968,0
2004,6,174.741,,,174.446,,,,,,,,,,,174.217,0
2004,7,174.632,,,174.450,,,,,,,,,,,174.210,0
2004,8,174.665,,,174.443,,,,,,,,,,,174.215,0
2004,9,174.772,,,174.411,,,,,,,,,,,174.245,0
2004,10,174.419,,,174.153,,,,,,,,,,,173.342,0
2004,11,174.527,,,174.063,,,,,,,,,,,173.352,0
2004,12,174.470,,,174.032,,,,,,,,,,,173.170,0
2005,1,174.621,,,174.299,,,,,,,,,,,173.541,0
2005,2,174.740,,,174.323,,,,,,,,,,,174.046,0
2005,3,174.841,,,174.335,,,,,,,,,,,173.895,0
2005,4,174.911,,,174.430,,,,,,,,,,,173.835,0
2005,5,174.827,,,174.474,,,,,,,,,,,174.236,0
2005,6,174.621,,,174.418,,,,,,,,,,,174.059,0
2005,7,174.566,,,174.358,,,,,,,,,,,174.159,0
2005,8,174.633,,,174.302,,,,,,,,,,,173.923,0
2005,9,174.628,,,174.231,,,,,,,,,,,173.553,0
2005,10,174.400,,,174.122,,,,,,,,,,,173.831,0
2005,11,174.480,,,173.885,,,,,,,,,,,173.074,0
2005,12,174.503,,,173.882,,,,,,,,,,,173.094,0
2006,1,174.438,,,174.012,,,,,,,,,,,173.292,0
2006,2,174.456,,,174.046,,,,,,,,,,,173.224,0
2006,3,174.548,,,174.156,,,,,,,,,,,173.494,0
2006,4,174.485,,,174.237,,,,,,,,,,,173.608,0
2006,5,174.594,,,174.281,,,,,,,,,,,173.946,0
2006,6,174.569,,,174.357,,,,,,,,,,,174.124,0
2006,7,174.582,,,174.410,,,,,,,,,,,174.163,0
2006,8,174.679,,,174.421,,,,,,,,,,,174.233,0
2006,9,174.887,,,174.306,,,,,,,,,,,173.922,0
2006,10,174.643,,,174.142,,,,,,,,,,,173.435,0
2006,11,174.486,,,174.174,,,,,,,,,,,173.808,0
2006,12,174.726,,,174.165,,,,,,,,,,,172.967,0
2007,1,174.747,,,174.293,,,,,,,,,,,173.608,0
2007,2,174.750,,,174.248,,,,,,,,,,,173.674,0
2007,3,174.796,,,174.326,,,,,,,,,,,173.851,0
2007,4,174.732,,,174.333,,,,,,,,,,,173.534,0
2007,5,174.713,,,174.442,,,,,,,,,,,174.191,0
2007,6,174.668,,,174.376,,,,,,,,,,,174.111,0
2007,7,174.495,,,174.285,,,,,,,,,,,174.034,0
2007,8,174.568,,,174.289,,,,,,,,,,,173.942,0
2007,9,174.451,,,174.220,,,,,,,,,,,173.778,0
2007,10,174.484,,,174.029,,,,,,,,,,,173.532,0
2007,11,174.365,,,173.827,,,,,,,,,,,172.987,0
2007,12,174.332,,,173.863,,,,,,,,,,,172.979,0
2008,1,174.537,,,173.914,,,,,,,,,,,172.744,0
2008,2,174.701,,,174.113,,,,,,,,,,,172.963,0
2008,3,174.753,,,174.316,,,,,,,,,,,173.886,0
2008,4,174.944,,,174.459,,,,,,,,,,,173.923,0
2008,5,174.793,,,174.409,,,,,,,,,,,174.084,0
2008,6,174.623,,,174.408,,,,,,,,,,,174.161,0
2008,7,174.633,,,174.462,,,,,,,,,,,174.242,0
2008,8,174.626,,,174.368,,,,,,,,,,,174.110,0
2008,9,174.649,,,174.284,,,,,,,,,,,173.838,0
2008,10,174.379,,,174.073,,,,,,,,,,,173.560,0
2008,11,174.375,,,173.943,,,,,,,,,,,173.442,0
2008,12,174.722,,,173.972,,,,,,,,,,,173.049,0
2009,1,174.399,,,174.099,,,,,,,,,,,173.663,0
2009,2,174.507,,,174.123,,,,,,,,,,,173.452,0
2009,3,174.834,,,174.383,,,,,,,,,,,173.647,0
2009,4,174.985,,,174.486,,,,,,,,,,,173.859,0
2009,5,174.876,,,174.537,,,,,,,,,,,174.111,0
2009,6,174.807,,,174.555,,,,,,,,,,,174.321,0
2009,7,174.794,,,174.538,,,,,,,,,,,174.339,0
2009,8,174.678,,,174.500,,,,,,,,,,,174.146,0
2009,9,174.680,,,174.413,,,,,,,,,,,173.486,0
2009,10,174.678,,,174.242,,,,,,,,,,,173.326,0
2009,11,174.586,,,174.161,,,,,,,,,,,173.799,0
2009,12,174.783,,,174.048,,,,,,,,,,,172.866,0
2010,1,174.395,,,174.018,,,,,,,,,,,173.456,0
2010,2,174.442,,,173.977,,,,,,,,,,,173.654,0
2010,3,174.707,,,174.075,,,,,,,,,,,173.875,0
2010,4,174.621,,,174.166,,,,,,,,,,,173.721,0
2010,5,174.841,,,174.302,,,,,,,,,,,173.338,0
2010,6,174.913,,,174.423,,,,,,,,,,,174.012,0
2010,7,174.609,,,174.411,,,,,,,,,,,174.169,0
2010,8,174.606,,,174.366,,,,,,,,,,,174.164,0
2010,9,174.375,,,174.178,,,,,,,,,,,173.835,0
2010,10,174.467,,,174.081,,,,,,,,,,,173.416,0
2010,11,174.382,,,173.954,,,,,,,,,,,173.280,0
2010,12,174.235,,,173.859,,,,,,,,,,,173.433,0
2011,1,174.087,,,173.885,,,,,,,,,,,173.526,0
2011,2,174.566,,,173.840,,,,,,,,,,,173.489,0
2011,3,174.651,,,174.101,,,,,,,,,,,173.570,0
2011,4,174.963,,,174.278,,,,,,,,,,,173.459,0
2011,5,174.864,,,174.542,,,,,,,,,,,174.320,0
2011,6,174.985,,,174.654,,,,,,,,,,,174.390,0
2011,7,174.807,,,174.586,,,,,,,,,,,174.379,0
2011,8,174.735,,,174.516,,,,,,,,,,,174.184,0
2011,9,174.686,,,174.452,,,,,,,,,,,173.916,0
2011,10,175.124,,,174.345,,,,,,,,,,,173.532,0
2011,11,175.070,,,174.274,,,,,,,,,,,173.571,0
2011,12,174.886,,,174.427,,,,,,,,,,,173.803,0
2012,1,174.789,,,174.376,,,,,,,,,,,173.519,0
2012,2,174.776,,,174.392,,,,,,,,,,,173.669,0
2012,3,174.989,,,174.418,,,,,,,,,,,173.619,0
2012,4,174.590,,,174.358,,,,,,,,,,,173.969,0
2012,5,174.574,,,174.363,,,,,,,,,,,174.215,0
2012,6,174.914,,,174.344,,,,,,,,,,,173.795,0
2012,7,174.612,,,174.300,,,,,,,,,,,174.037,0
2012,8,174.382,,,174.184,,,,,,,,,,,173.950,0
2012,9,174.309,,,174.084,,,,,,,,,,,173.809,0
2012,10,174.310,,,173.894,,,,,,,,,,,173.339,0
2012,11,174.189,,,173.916,,,,,,,,,,,173.169,0
2012,12,174.526,,,173.884,,,,,,,,,,,173.258,0
2013,1,174.182,,,173.824,,,,,,,,,,,172.947,0
2013,2,174.323,,,173.889,,,,,,,,,,,173.086,0
2013,3,174.449,,,173.953,,,,,,,,,,,173.380,0
2013,4,174.716,,,174.090,,,,,,,,,,,173.502,0
2013,5,174.446,,,174.183,,,,,,,,,,,173.662,0
2013,6,174.607,,,174.342,,,,,,,,,,,174.023,0
2013,7,174.730,,,174.490,,,,,,,,,,,174.184,0
2013,8,174.587,,,174.395,,,,,,,,,,,174.201,0
2013,9,174.572,,,174.306,,,,,,,,,,,174.112,0
2013,10,174.409,,,174.144,,,,,,,,,,,173.579,0
2013,11,174.455,,,173.989,,,,,,,,,,,173.245,0
2013,12,174.423,,,173.970,,,,,,,,,,,173.274,0
2014,1,174.485,,,174.041,,,,,,,,,,,173.307,0
2014,2,174.275,,,174.007,,,,,,,,,,,173.686,0
2014,3,174.315,,,174.065,,,,,,,,,,,173.755,0
2014,4,174.840,,,174.275,,,,,,,,,,,173.582,0
2014,5,174.637,,,174.425,,,,,,,,,,,174.077,0
2014,6,174.784,,,174.531,,,,,,,,,,,174.277,0
