16.1 1.25
16.084 1.275
16.071 1.3
16.061 1.325
16.053 1.35
16.047 1.375
16.042 1.4
16.037 1.425
16.033 1.45
16.029 1.475
16.025 1.5
16.022 1.525
16.019 1.55
16.016 1.575
16.014 1.6
16.012 1.625
16.01 1.65
16.009 1.675
16.008 1.7
16.007 1.725
16.006 1.75
16.006 1.775
16.007 1.8
16.008 1.825
16.009 1.85
16.011 1.875
16.013 1.9
16.016 1.925
16.02 1.95
16.028 1.975
16.049 1.9985
16.074 2.0101
16.099 2.0172
16.124 2.023
16.149 2.0277
16.174 2.0319
16.199 2.0354
16.224 2.0384
16.249 2.041
16.274 2.0431
16.299 2.0448
16.324 2.0461
16.349 2.047
16.374 2.0475
16.399 2.0475
16.424 2.0471
16.449 2.0463
16.474 2.045
16.499 2.0431
16.524 2.0408
16.549 2.038
16.574 2.0346
16.599 2.0306
16.624 2.0259
16.649 2.0206
16.674 2.0145
16.699 2.0076
16.724 1.9998
16.749 1.991
16.774 1.9811
16.799 1.97
16.824 1.9573
16.849 1.9427
16.874 1.9257
16.899 1.9055
16.923 1.8811
16.942 1.8561
16.956 1.8311
16.965 1.8061
16.971 1.7811
16.972 1.7561
16.97 1.7311
16.965 1.7061
16.957 1.6811
16.947 1.6561
16.933 1.6311
16.917 1.6061
16.899 1.5811
16.879 1.5561
16.856 1.5311
16.832 1.5062
16.807 1.4827
16.782 1.4606
16.757 1.4397
16.732 1.4198
16.707 1.4006
16.682 1.382
16.657 1.3638
16.632 1.346
16.607 1.3282
16.582 1.3105
16.557 1.2923
16.532 1.2736
16.507 1.2536
16.482 1.2316
16.458 1.2067
16.44 1.1817
16.43 1.1567
16.431 1.1317
16.447 1.1067
16.472 1.0874
16.497 1.074
16.522 1.0628
16.547 1.0526
16.572 1.0431
16.597 1.0342
16.622 1.0257
16.647 1.0174
16.672 1.0094
16.697 1.0015
16.722 0.99381
16.747 0.98632
16.772 0.97901
16.797 0.97187
16.822 0.96489
16.847 0.95809
16.872 0.95145
16.897 0.94501
16.922 0.93876
16.947 0.93271
16.972 0.92688
16.997 0.92127
17.022 0.91588
17.047 0.91073
17.072 0.90582
17.097 0.90117
17.122 0.89677
17.147 0.89265
17.172 0.88879
17.197 0.88522
17.222 0.88194
17.247 0.87895
17.272 0.87627
17.297 0.87389
17.322 0.87182
17.347 0.87009
17.372 0.86867
17.397 0.86759
17.422 0.86684
17.447 0.86645
17.472 0.8664
17.497 0.86671
17.522 0.86739
17.547 0.86843
17.572 0.86985
17.597 0.87166
17.622 0.87385
17.647 0.87645
17.672 0.87945
17.697 0.88286
17.722 0.88669
17.747 0.89096
17.772 0.89566
17.797 0.90082
17.822 0.90644
17.847 0.91252
17.872 0.91907
17.897 0.92612
17.922 0.93366
17.947 0.94172
17.972 0.95031
17.997 0.95943
18.022 0.96911
18.047 0.97934
18.072 0.99016
18.097 1.0016
18.122 1.0136
18.147 1.0262
18.172 1.0395
18.197 1.0535
18.222 1.0681
18.247 1.0834
18.272 1.0994
18.297 1.1161
18.322 1.1335
18.347 1.1517
18.372 1.1707
18.397 1.1904
18.422 1.2109
18.447 1.2322
18.472 1.2543
18.497 1.2772
18.522 1.3009
18.547 1.3253
18.571 1.3503
18.595 1.3753
18.619 1.4003
18.642 1.4253
18.664 1.4503
18.686 1.4753
18.708 1.5003
18.729 1.5253
18.75 1.5503
18.77 1.5753
18.789 1.6003
18.809 1.6253
18.827 1.6503
18.846 1.6753
18.864 1.7003
18.882 1.7253
18.9 1.7503
18.919 1.7753
18.938 1.8003
18.959 1.8253
18.982 1.8503
19.007 1.8748
19.032 1.8964
19.057 1.9152
19.082 1.9313
19.107 1.9451
19.132 1.9568
19.157 1.9666
19.182 1.9746
19.207 1.9811
19.232 1.9861
19.257 1.9898
19.282 1.9923
19.307 1.9937
19.332 1.9939
19.357 1.9932
19.382 1.9915
19.407 1.9888
19.432 1.9853
19.457 1.9809
19.482 1.9757
19.507 1.9697
19.532 1.9628
19.557 1.9552
19.582 1.9469
19.607 1.9378
19.632 1.928
19.657 1.9175
19.682 1.9062
19.707 1.8943
19.732 1.8817
19.757 1.8684
19.782 1.8545
19.807 1.84
19.832 1.8249
19.857 1.8092
19.882 1.793
19.907 1.7762
19.932 1.759
19.957 1.7413
19.982 1.7232
20.007 1.7048
20.032 1.686
20.057 1.667
20.082 1.6478
20.107 1.6285
20.132 1.609
20.157 1.5896
20.182 1.5701
20.207 1.5508
20.232 1.5315
20.257 1.5125
20.282 1.4936
20.307 1.4751
20.332 1.4568
20.357 1.4389
20.382 1.4214
20.407 1.4042
20.432 1.3874
20.457 1.371
20.482 1.355
20.507 1.3394
20.532 1.3241
20.557 1.3092
20.582 1.2946
20.607 1.2803
20.632 1.2663
20.657 1.2526
20.682 1.2391
20.707 1.2259
20.732 1.213
20.757 1.2004
20.782 1.188
20.807 1.176
20.832 1.1643
